area,bbox,category_id,id,image_id
0.099,"[0.5566931374674762, 0.7173174307036247, 0.355722842584562, 0.27820995469083154]",1,279,125
0.029,"[0.16524906158447267, 0.5831922231230345, 0.34367819468180333, 0.08369509139150944]",1,280,126
0.038,"[0.5321334330240886, 0.48995159708135844, 0.4368153381347656, 0.08664379757290325]",1,281,127
0.013,"[0.13607241828572494, 0.7888141773365162, 0.29349082637231505, 0.043723438404224546]",1,282,128
0.017,"[0.14517765454859038, 0.833162208839699, 0.34351379831537143, 0.048733972620081056]",1,283,128
0.017,"[0.17196790059407552, 0.7864959440441057, 0.320685297648112, 0.05238743001091528]",1,284,129
0.01,"[0.18235381861575178, 0.8271484375, 0.3247594719570405, 0.03118489583333328]",1,285,129
0.011,"[0.22896472138835025, 0.8563392921730324, 0.31770517717966884, 0.035730093496817106]",1,286,129
0.022,"[0.5136974589029948, 0.28130855342181543, 0.25136108398437496, 0.0881460885383577]",1,287,130
0.005,"[0.1633209058658975, 0.8119780441810345, 0.22018257098649116, 0.022348688936781658]",1,288,131
0.007,"[0.15912476718315166, 0.8395575161637931, 0.2742878023901322, 0.026226876795977017]",1,289,131
0.005,"[0.2147036748825951, 0.8701901490660919, 0.2214870700588474, 0.0209755733095367]",1,290,131
0.048,"[0.4599392361111111, 0.5972178601340034, 0.46428819444444447, 0.10340112018425462]",1,291,132
0.025,"[0.5533710765418502, 0.4782506281407035, 0.2665284278634361, 0.09431925251256279]",1,292,133
0.031,"[0.021418050130208335, 0.8263743292425096, 0.3135155487060547, 0.09815019430573457]",1,293,134
0.011,"[0.04607686615829164, 0.7775708007043352, 0.27175515692598845, 0.04174573055028463]",1,294,134
0.018,"[0.02702523540976821, 0.673485143279055, 0.2975201133071192, 0.06136878392401013]",1,295,134
0.004,"[0.6125261925703642, 0.05757104086845466, 0.10399420529801329, 0.039467842033844194]",1,296,134
0.017,"[0.5450337279735683, 0.4463266855108878, 0.17929171255506604, 0.09723094639865998]",1,297,135
0.02,"[0.11507493336995443, 0.7800491155350501, 0.3485740025838216, 0.05776547213575356]",1,298,136
0.018,"[0.15736690521240235, 0.8452665617672623, 0.3231702550252279, 0.05707837261481241]",1,299,136
0.008,"[0.15784200976200138, 0.8050448538243086, 0.26302087107925554, 0.030743039887526913]",1,300,137
0.008,"[0.15975040584415584, 0.8295693233095366, 0.24115601718315166, 0.03456133261494254]",1,301,137
0.011,"[0.20513734835198283, 0.8546587187668373, 0.2942586414004522, 0.0357792295258621]",1,302,137
0.011,"[0.15924310064935066, 0.7950790229885057, 0.29551977040816324, 0.03888667314902117]",1,303,138
0.01,"[0.1620767625231911, 0.8277938667385057, 0.25699605570211037, 0.039294538826778025]",1,304,138
0.014,"[0.14233222700446652, 0.7918287937743191, 0.4065242374031682, 0.0343356213732503]",1,305,139
0.01,"[0.1673651152250299, 0.8349123354311343, 0.2995309053995963, 0.03345122160734948]",1,306,139
0.021,"[0.5097706604003907, 0.4583704947213509, 0.2592868041992187, 0.0814608388510562]",1,307,140
0.016,"[0.4726495497427101, 0.5066603331177232, 0.25246569468267577, 0.06336412516170764]",1,308,141
0.023,"[0.13872882718696397, 0.7123625485122898, 0.40064188464837047, 0.05658251131953429]",1,309,141
0.027,"[0.4611044337606838, 0.46059725711892796, 0.32545405982905984, 0.0829080297319933]",1,310,142
0.012,"[0.3529334219860827, 0.7683132944652327, 0.22887870430979218, 0.05341380800292461]",1,311,143
0.048,"[0.08232947869029472, 0.42493151278635855, 0.7863138338414634, 0.06093389869193011]",3,312,143
0.001,"[0.6786300535124492, 0.526192266822318, 0.08609956570757116, 0.015987937021072818]",3,313,143
0.007,"[0.3327585111788618, 0.8144879688248323, 0.13647272373602642, 0.0478772081786798]",1,314,143
0.022,"[0.2958779932037602, 0.8490097805914751, 0.23639015259781504, 0.09241806166686617]",1,315,143
0.011,"[0.1447892291449135, 0.7790171305338541, 0.25439722611966736, 0.04156539351851851]",1,316,144
0.008,"[0.14950962112171837, 0.8205633092809607, 0.2246016545625746, 0.033415278682002336]",1,317,144
0.01,"[0.20857577449097553, 0.8513986093026621, 0.2780211819669227, 0.03708043981481479]",1,318,144
0.01,"[0.1504976996532331, 0.815311004784689, 0.3453916561778778, 0.027594004630360658]",1,319,145
0.012,"[0.23198285217851344, 0.8539209475462464, 0.2794369501174049, 0.04413438117367097]",1,320,145
0.01,"[0.14117939476791155, 0.8214285714285714, 0.34795404717586365, 0.0292719603846312]",1,321,146
0.008,"[0.17837298087526166, 0.8550974527994791, 0.29312141089918514, 0.026943517614294032]",1,322,146
0.009,"[0.22598310406698566, 0.8831188060619213, 0.2542115717983702, 0.034256772641782396]",1,323,146
0.01,"[0.1624381188118812, 0.8620440213920817, 0.13978057962046203, 0.06971259378991068]",1,324,147
0.004,"[0.43446556569719474, 0.8586266762452107, 0.07433800020627057, 0.056953673770753555]",2,325,147
0.01,"[0.10737587771080596, 0.7996031746031745, 0.30622009569377995, 0.03422205687830693]",1,326,148
0.009,"[0.14716970635373056, 0.8306810167100694, 0.25010900178024076, 0.03729982729311343]",1,327,148
0.011,"[0.1927363929566014, 0.8642241301359954, 0.28682602877822216, 0.03696232548466427]",1,328,148
0.011,"[0.15981806540975765, 0.7845819407495959, 0.36059496707951644, 0.03153439225821664]",1,329,149
0.007,"[0.15689743693109345, 0.8258426710106861, 0.24268036737955126, 0.027596309267241326]",1,330,149
0.009,"[0.20613021709038729, 0.8499368251055136, 0.30771196751072594, 0.028322154077990325]",1,331,149
0.022,"[0.4857475789388021, 0.4946432537771998, 0.27547902425130205, 0.08136661049674393]",1,332,150
0.032,"[0.1402481206258138, 0.6275328024839744, 0.36743274688720706, 0.08622311323116982]",1,333,151
0.009,"[0.1578172288499437, 0.7867620883707228, 0.24840230855855855, 0.034714341829608863]",1,334,152
0.008,"[0.158227759009009, 0.8202142981843575, 0.2516868797508446, 0.03369055380368369]",1,335,152
0.011,"[0.20247280361416103, 0.8483128041528457, 0.29423569687851914, 0.03698935055865915]",1,336,152
0.001,"[0.11540191168171557, 0.8818580933682374, 0.045120273702031616, 0.03225894415357766]",2,337,153
0.003,"[0.11932579712189616, 0.9118435045811518, 0.06145950902934537, 0.05556691753926701]",2,338,153
0.016,"[0.5488874308268229, 0.5079046343908831, 0.22152862548828123, 0.07337193567840694]",1,339,154
0.009,"[0.14261820475260417, 0.566571735885908, 0.15192118326822918, 0.05881224818199682]",1,340,155
0.015,"[0.4845142720713073, 0.24729139715394566, 0.2050880730050934, 0.07412778945666237]",1,341,156
0.011,"[0.16767355251995078, 0.7906732629846643, 0.3307664821142229, 0.03216145833333339]",1,342,157
0.01,"[0.16564737470167065, 0.8195048014322917, 0.30445443019093077, 0.03248697916666665]",1,343,157
0.008,"[0.20695666766109785, 0.8542342574508102, 0.3041872010879698, 0.02764508282696765]",1,344,157
0.015,"[0.1306822077433268, 0.7932935865236902, 0.347925885518392, 0.042603012815329855]",1,345,158
0.008,"[0.1442421770791102, 0.8326711313736036, 0.3045110669365011, 0.027188832748339498]",1,346,158
0.007,"[0.2021112031343451, 0.8608823423032408, 0.27641194174734596, 0.026843939887152724]",1,347,158
0.013,"[0.13521406822842233, 0.7936507936507936, 0.3324577830750851, 0.03781353985821756]",1,348,159
0.01,"[0.15454612622420755, 0.8273824055989584, 0.34904866925837325, 0.027408854166666607]",1,349,159
0.013,"[0.14093803405761718, 0.7964579395920925, 0.2850574239095052, 0.044669364741672046]",1,350,160
0.009,"[0.1489739975667512, 0.8319598162615741, 0.24742275775190184, 0.03831131546585642]",1,351,160
0.018,"[0.12263647715250652, 0.79345687333239, 0.36758543650309244, 0.049092005326245136]",1,352,161
0.009,"[0.15266668654192456, 0.8506257135511021, 0.3292185301778626, 0.026783818783967406]",1,353,161
0.011,"[0.20554713199013158, 0.8784899676287615, 0.3615295556173371, 0.02990451388888893]",1,354,161
0.025,"[0.15505939483642578, 0.4629346547636596, 0.33902416229248045, 0.07361323518573115]",1,355,162
0.027,"[0.07295641581217448, 0.8824469969444668, 0.3808883921305338, 0.07048412205017718]",1,356,163
0.008,"[0.5717582194010417, 0.8899536919348019, 0.19007924397786458, 0.04397362777867264]",1,357,163
0.01,"[0.15714534229000673, 0.59401425182591, 0.2960376613187474, 0.03454418352889532]",3,358,163
0.007,"[0.4583360785680101, 0.5948384992616539, 0.33165316550147456, 0.019659088641443168]",3,359,163
0.002,"[0.47741092909250826, 0.6253974690443407, 0.0838823129009727, 0.018960575186582007]",3,360,163
0.017,"[0.06600789900462971, 0.8720205428330947, 0.3216567061955603, 0.05337781484570481]",1,361,164
0.012,"[0.06160986612457752, 0.7772050531746336, 0.24562875745842788, 0.04707979875703938]",1,362,164
0.009,"[0.10317309952998346, 0.6971695901181354, 0.19176857762683, 0.04497425766283525]",1,363,164
0.006,"[0.5999553756208609, 0.08381226053639847, 0.12390540925082782, 0.04696978767560665]",4,364,164
0.021,"[0.130948003133138, 0.6760265422317216, 0.24372014363606773, 0.08463065669221703]",1,365,165
0.043,"[0.43539915966386555, 0.41807344011725295, 0.35130810136554624, 0.12100214614740362]",1,366,166
0.017,"[0.47753743760399336, 0.48585563551099614, 0.22918833194675536, 0.07456743208279432]",1,367,167
0.014,"[0.1760087354409318, 0.7106747250970246, 0.2655470049916805, 0.052666154592496794]",1,368,167
0.007,"[0.1586150273763625, 0.813177262229481, 0.26032971893480406, 0.027674883261494254]",1,369,168
0.008,"[0.15912476718315166, 0.8360572902635596, 0.234727735643263, 0.034054284808279545]",1,370,168
0.007,"[0.14811137523191095, 0.7964410014536188, 0.22109085111317253, 0.032153600933908066]",1,371,169
0.006,"[0.1463479234911294, 0.836285470545977, 0.23776669758812619, 0.026617905189251112]",1,372,169
0.01,"[0.19417712153220662, 0.8658891875168373, 0.29623243229287455, 0.03385039581649607]",1,373,169
0.034,"[0.5326609293619792, 0.7849893659553272, 0.29745615641276046, 0.11302547582843958]",1,374,170
0.004,"[0.12204471534622473, 0.6264537670894796, 0.1067312752962125, 0.033376123234916566]",4,375,171
0.012,"[0.5642900277447227, 0.617824276745091, 0.258624045264642, 0.04736865982698757]",4,376,171
0.005,"[0.11692403325971389, 0.748437640310704, 0.12614923439278508, 0.036690001895753555]",4,377,171
0.012,"[0.08286555713375672, 0.5252626304577745, 0.2661160349056421, 0.04537882019276829]",2,378,171
0.015,"[0.46038818359375, 0.5205640147320003, 0.33535342184913075, 0.04558975395114939]",2,379,171
0.007,"[0.05253345918971182, 0.6848722143648228, 0.25975776823940655, 0.02813182845426243]",2,380,171
0.007,"[0.15956512669674822, 0.812678810402199, 0.27524364535165574, 0.026040762442129717]",1,381,172
0.009,"[0.15421442655504178, 0.8436426233362269, 0.2760728640317348, 0.031500583224826406]",1,382,172
0.009,"[0.2186332465925194, 0.8724523473668981, 0.2786886356326447, 0.03091769748263895]",1,383,172
0.007,"[0.1594618238844313, 0.8133038568763094, 0.3009196513407939, 0.023308354383074326]",1,384,173
0.008,"[0.1540869360571509, 0.8446610946229051, 0.3250070382882883, 0.0257725209497206]",1,385,173
0.006,"[0.20415731894003378, 0.8761421075746334, 0.2625047288499437, 0.02429037253949895]",1,386,173
0.022,"[0.45533854166666665, 0.3122317315745394, 0.2472395833333334, 0.08788081030150752]",1,387,174
0.022,"[0.5315006510416667, 0.5432103701134648, 0.28814015706380214, 0.07787395705110389]",1,388,175
0.01,"[0.7196554256269367, 0.6252373914668279, 0.15725836645928104, 0.0658227848101266]",1,389,176
0.007,"[0.15360963499391234, 0.8060700865997665, 0.28934751945877785, 0.024881735615346567]",1,390,177
0.009,"[0.15624275278293134, 0.8316327676005747, 0.3152901785714286, 0.02959433369252873]",1,391,177
0.004,"[0.20508418322051833, 0.8714492622463182, 0.22385209743520987, 0.01885582934850938]",1,392,177
0.007,"[0.15623470479377982, 0.8049228244357639, 0.23541135947288933, 0.02896615487557863]",1,393,178
0.006,"[0.1710177401085173, 0.8381189416956019, 0.2315404341158264, 0.024497929325810186]",1,394,178
0.026,"[0.568536166487069, 0.5183338567839196, 0.3037951239224138, 0.08436714824120595]",1,395,179
0.036,"[0.4779350280761719, 0.4586319299331917, 0.336512959798177, 0.1082870696672491]",1,396,180
0.018,"[0.1330112584431966, 0.8032416063631953, 0.3090774663289388, 0.05976218239610287]",1,397,181
0.015,"[0.17697728474934896, 0.8630811683881792, 0.3207923889160156, 0.04541899963615781]",1,398,181
0.021,"[0.16079295154185022, 0.5845896147403685, 0.24289303414096916, 0.08710217755443883]",1,399,182
0.013,"[0.46969711303710937, 0.5287380386448506, 0.22376627604166666, 0.05871643450275166]",1,400,183
0.017,"[0.5491962687174479, 0.5071852416216646, 0.22952260335286467, 0.0755871163238564]",1,401,184
0.007,"[0.14827396236638218, 0.8267975054424039, 0.28082029924490726, 0.0264267332005359]",1,402,185
0.01,"[0.1500503412882487, 0.7900828056779593, 0.23190863291422523, 0.04409517631185311]",1,403,185
0.019,"[0.22680030403956594, 0.8396287706163195, 0.37388468812928843, 0.04948775679976847]",1,404,185
0.006,"[0.572577114762931, 0.6009212730318257, 0.13426892510775856, 0.044048366834170904]",1,405,186
0.006,"[0.14189295737876198, 0.8614057508108067, 0.08960895135703348, 0.06375227686703089]",2,406,187
0.003,"[0.2798191543452996, 0.8780661006844668, 0.0772983519498967, 0.03906694317229409]",2,407,187
0.027,"[0.4749063169164882, 0.3552331972361809, 0.37365330567451827, 0.07249136306532661]",1,408,188
0.027,"[0.1174779764811198, 0.6315408794063764, 0.3408014424641927, 0.07871659682446086]",1,409,189
0.02,"[0.5801121012369792, 0.5068508261297591, 0.2548828125, 0.0778403886244946]",1,410,189
0.009,"[0.6285274110991379, 0.4228433835845896, 0.12659112338362077, 0.07001151591289784]",1,411,190
0.033,"[0.5168050130208334, 0.22983817617956837, 0.32559906005859374, 0.10231894428878457]",1,412,191
0.008,"[0.16915852710293833, 0.7976649482469053, 0.2931819783966505, 0.02843468707540764]",1,413,192
0.008,"[0.19595300409782446, 0.8270889847366898, 0.2857887231562126, 0.02944607204861116]",1,414,192
0.021,"[0.5641216532389323, 0.6364265257703303, 0.23823527018229174, 0.0891952417705687]",1,415,193
0.054,"[0.4764053853352865, 0.4784472624041474, 0.40461390177408857, 0.13296500736931066]",1,416,194
0.006,"[0.1716237820145814, 0.8093421322175827, 0.2665284675215967, 0.023570269003681754]",1,417,195
0.008,"[0.17120100881261596, 0.8357635147270115, 0.3152684369202226, 0.024213944358387196]",1,418,195
0.017,"[0.11659781138102214, 0.8043110244178525, 0.3429625829060872, 0.04860246073536545]",1,419,196
0.009,"[0.13687580388648615, 0.8429868657163936, 0.33434014790856836, 0.026413289317653188]",1,420,196
0.008,"[0.18585402201237292, 0.8713685212311921, 0.302950699363599, 0.026139775028935164]",1,421,196
0.013,"[0.13483109792073567, 0.7973401463201407, 0.3110512669881185, 0.041136116136400336]",1,422,197
0.011,"[0.15039997009569378, 0.8292173032407407, 0.3454134270334928, 0.030620659722222276]",1,423,197
0.01,"[0.20450807416267944, 0.8583116319444445, 0.29344534988038273, 0.03262442129629628]",1,424,197
0.008,"[0.16599133779348033, 0.8096767357965983, 0.2497817338395593, 0.03058373885838117]",1,425,198
0.008,"[0.167583556836872, 0.8454910843460648, 0.25015930467815495, 0.03295785409432872]",1,426,198
0.009,"[0.16434771917884844, 0.813599537037037, 0.263855198971696, 0.03434063946759258]",1,427,199
0.009,"[0.15285388154460025, 0.8503287986472801, 0.31709162090729415, 0.028358289930555558]",1,428,199
0.009,"[0.1474891536274515, 0.7956469165659009, 0.2707997574799109, 0.033439742903269676]",1,429,200
0.009,"[0.16350728401420794, 0.8283171477141203, 0.23826122056328308, 0.038182915581597254]",1,430,200
0.015,"[0.5964044254374552, 0.658593170228781, 0.24183136389444138, 0.06236186536585886]",1,431,201
0.038,"[0.4941028340657552, 0.6356887138783553, 0.3732211812337239, 0.10139990761743567]",1,432,202
0.008,"[0.15353400838119033, 0.7986208315248843, 0.23432838603818615, 0.03506458423755787]",1,433,203
0.007,"[0.14411798809479415, 0.8335166648582176, 0.3082456748070182, 0.022239063404224546]",1,434,203
0.007,"[0.19639394391408116, 0.8683521412037037, 0.28957525357995223, 0.024773378725405082]",1,435,203
0.021,"[0.5532891845703125, 0.44705253734923245, 0.26634409586588537, 0.07900144342790572]",1,436,204
0.011,"[0.5183573853989814, 0.7580550614489003, 0.22528252334465193, 0.04801706015523943]",1,437,205
0.019,"[0.11652136484781901, 0.7908140431708846, 0.34347563425699873, 0.056585985506953373]",1,438,206
0.013,"[0.1983833993295319, 0.8494937915157006, 0.28322332961400987, 0.04637681159420293]",1,439,206
0.01,"[0.1854114031734785, 0.8117227059823495, 0.31907526348541915, 0.03158230251736116]",1,440,207
0.01,"[0.17791223639804593, 0.8495218912760417, 0.25751038325999404, 0.037180808738425886]",1,441,207
0.014,"[0.22533079889338456, 0.8706182409215857, 0.2932335027362395, 0.04671054416232634]",1,442,207
0.009,"[0.16617258294954504, 0.787355324074074, 0.24251066585713751, 0.03709976761429401]",1,443,208
0.009,"[0.16321412589498807, 0.8278718171296297, 0.29861530313059365, 0.031409143518518534]",1,444,208
0.037,"[0.3608416748046875, 0.5360957803689843, 0.36408854166666665, 0.10133278445640082]",1,445,209
0.01,"[0.12015448126352804, 0.7915140787760416, 0.2677619991802246, 0.03578197843650821]",1,446,210
0.012,"[0.15828025653993885, 0.8190182156032986, 0.25940203609785206, 0.048119778103298705]",1,447,210
0.016,"[0.5100643412272136, 0.7194687713387693, 0.2398146565755208, 0.06661540131948906]",1,448,211
0.037,"[0.5518402777777778, 0.6486992252931323, 0.3198263888888889, 0.11497592127303191]",1,449,212
0.005,"[0.406717393486116, 0.8948205021775812, 0.07338204363940531, 0.06684243994272498]",2,450,213
0.003,"[0.5381132772146178, 0.9231634420148866, 0.07529518821022729, 0.0362375778256705]",2,451,213
0.008,"[0.1722316432643581, 0.8090320778958624, 0.27397471934825446, 0.030724381601344275]",1,452,214
0.005,"[0.17423282657657657, 0.8534192985662535, 0.26842161986204954, 0.019469362397433576]",1,453,214
0.011,"[0.24452190227336712, 0.8728595925442999, 0.3008961720509572, 0.03592549755586594]",1,454,214
0.009,"[0.15856673146886596, 0.7992715068247126, 0.30666599025974023, 0.030232308924883267]",1,455,215
0.007,"[0.15686844806281888, 0.8255302166116649, 0.23212117211053454, 0.029079831879714413]",1,456,215
0.007,"[0.20461311411105634, 0.8591711110082166, 0.24596811269784905, 0.028548580476607355]",1,457,215
0.017,"[0.16733746678850087, 0.8443878658234126, 0.37269195858156495, 0.046667319000082697]",1,458,216
